gca	name	taxonomy	annotation_method	version_info	N50	fasta_file	gff_file
GCA_001636725	Cordyceps_GCF_001636725.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps fumosorosea;Cordyceps fumosorosea ARSEF 2679	NCBI RefSeq	GCF_001636725.1	871618	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_001636725.1_ISF_1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_001636725.1_ISF_1.0_genomic.gff
GCA_000968615	Thielaviopsis_GCA_000968615.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Microascales;Ceratocystidaceae;Thielaviopsis;Thielaviopsis punctulata	NCBI GenBank	GCA_000968615.1	93409	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_000968615.1_ASM96861v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000968615.1_ASM96861v1_genomic.gff
GCA_025399175	Geranomyces_GCA_025399175.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Geranomyces;Geranomyces variabilis	NCBI GenBank	GCA_025399175.1	231949	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025399175.1_Gervar1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025399175.1_Gervar1_genomic.gff
GCA_000442885	Zygosaccharomyces_GCA_000442885.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces bailii;Zygosaccharomyces bailii CLIB 213	funannotate	GCA_000442885.1	931375	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000442885/GCA_000442885.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000442885/gene_prediction_results/predict_results/GCA_000442885.gff3
GCA_006535985	Synchytrium_GCF_006535985.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium;Synchytrium microbalum	NCBI RefSeq	GCF_006535985.1	518601	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_006535985.1_ASM653598v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_006535985.1_ASM653598v1_genomic.gff
GCA_004014935	Saccharomycopsis_GCA_004014935.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;CUG-Ser2 clade;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis malanga	funannotate	GCA_004014935.1	3137114	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004014935/GCA_004014935.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004014935/gene_prediction_results/predict_results/GCA_004014935.gff3
GCA_027595885	Globomyces_GCA_027595885.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Globomycetaceae;Globomyces;unclassified Globomyces;Globomyces sp. JEL0801	NCBI GenBank	GCA_027595885.1	42882	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027595885.1_ASM2759588v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027595885.1_ASM2759588v1_genomic.gff
GCA_001599915	Symbiotaphrina_GCA_001599915.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycotina incertae sedis;Symbiotaphrinales;Symbiotaphrinaceae;Symbiotaphrina;Symbiotaphrina buchneri	funannotate	GCA_001599915.1	744069	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599915/GCA_001599915.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599915/gene_prediction_results/predict_results/GCA_001599915.gff3
GCA_002554575	Amanita_GCA_002554575.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Pluteineae;Amanitaceae;Amanita;Amanita thiersii;Amanita thiersii Skay4041	NCBI GenBank	GCA_002554575.1	78164	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_002554575.1_Amanita_thiersii_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_002554575.1_Amanita_thiersii_v1.0_genomic.gff
GCA_001006505	Tilletia_GCA_001006505.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia;Tilletia horrida	funannotate	GCA_001006505.1	75373	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001006505/GCA_001006505.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001006505/gene_prediction_results/predict_results/GCA_001006505.gff3
GCA_003675405	Hericium_GCA_003675405.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Russulales;Hericiaceae;Hericium;Hericium coralloides	funannotate	GCA_003675405.1	441150	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003675405/GCA_003675405.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003675405/gene_prediction_results/predict_results/GCA_003675405.gff3
GCA_002335625	Cutaneotrichosporon_GCA_002335625.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;Cutaneotrichosporon cyanovorans	funannotate	GCA_002335625.1	582111	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002335625/GCA_002335625.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002335625/gene_prediction_results/predict_results/GCA_002335625.gff3
GCA_002938385	Gymnopilus_GCA_002938385.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Hymenogastraceae;Gymnopilus;Gymnopilus dilepis	NCBI GenBank	GCA_002938385.1	34363	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_002938385.1_ASM293838v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_002938385.1_ASM293838v1_genomic.gff
GCA_002307695	Armillaria_GCA_002307695.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Marasmiineae;Physalacriaceae;Armillaria;Armillaria gallica	NCBI GenBank	GCA_002307695.1	959808	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_002307695.1_Armga1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_002307695.1_Armga1_genomic.gff
GCA_000313525	Fibroporia_GCF_000313525.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Fibroporiaceae;Fibroporia;Fibroporia radiculosa	NCBI RefSeq	GCF_000313525.1	80917	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000313525.1_ASM31352v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000313525.1_ASM31352v1_genomic.gff
GCA_000524645	Rhizoctonia_GCA_000524645.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Cantharellales;Ceratobasidiaceae;Rhizoctonia;Rhizoctonia solani;Rhizoctonia solani AG-3;Rhizoctonia solani AG-3 Rhs1AP	funannotate	GCA_000524645.1	6762451	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000524645/GCA_000524645.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000524645/gene_prediction_results/predict_results/GCA_000524645.gff3
GCA_002760635	Ganoderma_GCA_002760635.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Polyporaceae;Ganoderma;Ganoderma sinense;Ganoderma sinense ZZ0214-1	NCBI GenBank	GCA_002760635.1	2248421	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_002760635.1_GanSi1.6_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_002760635.1_GanSi1.6_genomic.gff
GCA_003316025	Coprinus_GCA_003316025.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Agaricaceae;Coprinus;Coprinus comatus	funannotate	GCA_003316025.1	57552	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003316025/GCA_003316025.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003316025/gene_prediction_results/predict_results/GCA_003316025.gff3
GCA_001020605	Schizopora_GCA_001020605.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Hymenochaetales;Schizoporaceae;Schizopora;Schizopora paradoxa	NCBI GenBank	GCA_001020605.1	121276	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_001020605.1_Schpa1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_001020605.1_Schpa1_genomic.gff
GCA_000271625	Coniophora_GCF_000271625.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Coniophorineae;Coniophoraceae;Coniophora;Coniophora puteana;Coniophora puteana RWD-64-598 SS2	NCBI RefSeq	GCF_000271625.1	2346210	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000271625.1_Conpu1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000271625.1_Conpu1_genomic.gff
GCA_001600395	Mrakia_GCA_001600395.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Mrakia;Mrakia frigida	funannotate	GCA_001600395.1	714153	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600395/GCA_001600395.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600395/gene_prediction_results/predict_results/GCA_001600395.gff3
GCA_001895945	Trametes_GCA_001895945.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Polyporaceae;Trametes;Trametes pubescens	NCBI GenBank	GCA_001895945.1	72554	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_001895945.1_ASM189594v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_001895945.1_ASM189594v1_genomic.gff
GCA_003313735	Pleurotus_GCA_003313735.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Pleurotineae;Pleurotaceae;Pleurotus;Pleurotus platypus	funannotate	GCA_003313735.1	64697	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003313735/GCA_003313735.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003313735/gene_prediction_results/predict_results/GCA_003313735.gff3
GCA_000264995	Punctularia_GCF_000264995.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Corticiales;Punctulariaceae;Punctularia;Punctularia strigosozonata;Punctularia strigosozonata HHB-11173 SS5	NCBI RefSeq	GCF_000264995.1	2048194	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.gff
GCA_004016185	Quambalaria_GCA_004016185.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Microstromatales;Quambalariaceae;Quambalaria;Quambalaria eucalypti	funannotate	GCA_004016185.1	58633	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_004016185/GCA_004016185.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_004016185/gene_prediction_results/predict_results/GCA_004016185.gff3
GCA_000827475	Paxillus_GCA_000827475.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Paxilineae;Paxillaceae;Paxillus;Paxillus involutus;Paxillus involutus ATCC 200175	funannotate	GCA_000827475.1	298890	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000827475/GCA_000827475.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000827475/gene_prediction_results/predict_results/GCA_000827475.gff3
GCA_001599955	Cystobasidium_GCA_001599955.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium pallidum	funannotate	GCA_001599955.1	1256232	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599955/GCA_001599955.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599955/gene_prediction_results/predict_results/GCA_001599955.gff3
GCA_001599655	Golubevia_GCA_001599655.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Golubeviales;Golubeviaceae;Golubevia;Golubevia pallescens	funannotate	GCA_001599655.1	1176411	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599655/GCA_001599655.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599655/gene_prediction_results/predict_results/GCA_001599655.gff3
GCA_000265015	Auricularia_GCA_000265015.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Auriculariales;Auriculariaceae;Auricularia;Auricularia subglabra;Auricularia subglabra TFB-10046 SS5	NCBI GenBank	GCA_000265015.1	481768	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000265015.1_Auricularia_subglabra_SS-5_V1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000265015.1_Auricularia_subglabra_SS-5_V1.0_genomic.gff
GCA_001910725	Phanerodontia_GCA_001910725.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Phanerochaetaceae;Phanerodontia;Phanerodontia chrysosporium	funannotate	GCA_001910725.1	966363	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001910725/GCA_001910725.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001910725/gene_prediction_results/predict_results/GCA_001910725.gff3
GCA_001600635	Leucosporidium_GCA_001600635.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;Leucosporidium creatinivorum	funannotate	GCA_001600635.1	827833	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600635/GCA_001600635.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600635/gene_prediction_results/predict_results/GCA_001600635.gff3
GCA_000827335	Pisolithus_GCA_000827335.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Sclerodermatineae;Pisolithaceae;Pisolithus;Pisolithus tinctorius;Pisolithus tinctorius Marx 270	NCBI GenBank	GCA_000827335.1	505890	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0_genomic.gff
GCA_002917775	Glaciozyma_GCA_002917775.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Kriegeriales;Camptobasidiaceae;Glaciozyma;Glaciozyma antarctica;Glaciozyma antarctica PI12	funannotate	GCA_002917775.1	1251898	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002917775/GCA_002917775.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002917775/gene_prediction_results/predict_results/GCA_002917775.gff3
GCA_000218685	Serpula_GCA_000218685.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Coniophorineae;Serpulaceae;Serpula;Serpula lacrymans;Serpula lacrymans var. lacrymans;Serpula lacrymans var. lacrymans S7.9	funannotate	GCA_000218685.1	2925928	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000218685/GCA_000218685.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000218685/gene_prediction_results/predict_results/GCA_000218685.gff3
GCA_000313545	Serendipita_GCA_000313545.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Sebacinales;Serendipitaceae;Serendipita;Serendipita indica;Serendipita indica DSM 11827	NCBI GenBank	GCA_000313545.1	52072	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000313545.1_ASM31354v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000313545.1_ASM31354v1_genomic.gff
GCA_002994785	Heterobasidion_GCA_002994785.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Russulales;Bondarzewiaceae;Heterobasidion;Heterobasidion annosum species complex;Heterobasidion parviporum	funannotate	GCA_002994785.1	630587	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002994785/GCA_002994785.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002994785/gene_prediction_results/predict_results/GCA_002994785.gff3
GCA_003942215	Saitozyma_GCA_003942215.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma podzolica	NCBI GenBank	GCA_003942215.1	1066819	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_003942215.1_ASM394221v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_003942215.1_ASM394221v1_genomic.gff
GCA_004126415	Candolleomyces_GCA_004126415.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Psathyrellaceae;Candolleomyces;Candolleomyces aberdarensis	NCBI GenBank	GCA_004126415.1	57363	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_004126415.1_ASM412641v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_004126415.1_ASM412641v1_genomic.gff
GCA_002162485	Stromatinia_GCA_002162485.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Sclerotiniaceae;Stromatinia;Stromatinia cepivora	funannotate	GCA_002162485.1	1007458	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002162485/GCA_002162485.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002162485/gene_prediction_results/predict_results/GCA_002162485.gff3
