clade_comparison	clade	genome	bgcome_size
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Cephaloascus_GCA_003706495.1	87212.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Wickerhamomyces_GCF_000313485.1	113671.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	1. Neocallimastigomycota	Piromyces_GCA_002157105.1	1565310.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	1. Neocallimastigomycota	Neocallimastix_GCA_002104975.1	2038726.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	1. Neocallimastigomycota	Anaeromyces_GCA_002104895.1	2189531.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Martensiomyces_GCA_025201845.1	147067.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Paramicrosporidium_GCA_002794465.1	0.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Phycomyces_GCA_001638985.2	385114.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Nowakowskiella_GCA_027600645.1	295659.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Polychytrium_GCF_025602895.1	4288817.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Chytriomyces_GCA_025435555.1	597665.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Neoconidiobolus_GCA_025603075.1	203739.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Piptocephalis_GCA_003614145.1	20024.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Dinochytrium_GCA_027604005.1	216813.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Rhizoclosmatium_GCA_002104985.1	542899.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Paraphysoderma_GCA_025602915.1	174597.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Spizellomyces_GCA_000182565.2	765324.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Synchytrium_GCF_006535985.1	213949.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Thoreauomyces_GCA_027596035.1	414522.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Linderina_GCF_002104995.1	190944.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Chytridiales_GCA_027604305.1	167986.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Kappamyces_GCA_027604465.1	115705.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Polyrhizophydium_GCA_027604665.1	113093.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Oehlia_GCA_003833135.1	305816.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Conidiobolus_GCA_001566745.1	417335.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Phlyctochytrium_GCA_025602905.1	402159.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Blastocladiella_GCA_025349905.2	101913.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Borealophlyctis_GCA_027604605.1	120199.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Mucor_GCA_000401635.1	500038.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Irineochytrium_GCA_027600665.1	360067.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Entophlyctis_GCA_027604725.1	246603.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Linnemannia_GCA_001651415.1	217495.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Globomyces_GCA_025399215.1	384909.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Gorgonomyces_GCA_025526955.1	157542.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Chytridium_GCA_025449115.1	312706.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Lobulomyces_GCA_027604685.1	209071.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Mitosporidium_GCF_000760515.2	0.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Geranomyces_GCA_027603065.1	870820.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Rhizopus_GCA_000149305.1	669928.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Lobosporangium_GCF_002105155.1	166881.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Umbelopsis_GCA_000697415.1	634469.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Zopfochytrium_GCA_025765615.1	938506.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Allomyces_GCA_000151295.1	329435.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Siphonaria_GCA_027596065.1	214745.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Gonapodya_GCA_001574975.1	196268.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Homolaphlyctis_GCA_000235945.1	120061.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Smittium_GCA_003086735.1	88475.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Hesseltinella_GCA_002104935.1	403269.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Batrachochytrium_GCA_000149865.1	268079.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Powellomyces_GCA_025526995.1	586050.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Rozella_GCA_000442015.1	9832.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Coemansia_GCA_002705745.1	145583.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Backusella_GCA_025399235.1	488719.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Boothiomyces_GCA_027604185.1	274584.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Obelidium_GCA_025765595.1	512070.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Quaeritorhiza_GCA_027596845.1	196724.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Cladochytrium_GCA_025526935.1	618779.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Physocladia_GCA_027596945.1	217739.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Syncephalastrum_GCA_002105135.1	539213.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Clydaea_GCA_027604065.1	109388.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Fimicolochytrium_GCF_025526975.1	595746.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Gigaspora_GCA_003550325.1	1080977.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Saksenaea_GCA_000697055.1	249608.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Dimargaris_GCA_003614675.1	609786.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Caulochytrium_GCA_003615045.1	153409.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Bifiguratus_GCA_002261195.1	322691.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Syncephalis_GCA_025786725.1	237973.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Podochytrium_GCA_027596195.1	139734.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Terramyces_GCA_027603945.1	293934.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Blyttiomyces_GCA_027604625.1	55247.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Basidiobolus_GCA_002104905.1	1584518.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Ramicandelaber_GCA_025201865.1	111132.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Rhizophlyctis_GCA_027596075.1	487318.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Catenaria_GCA_002102555.1	202967.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Gaertneriomyces_GCA_025558075.1	342256.0
5. Neocallimastigomycota vs. Other non-Dikaryon fungi	2. Other non-Dikaryon fungi	Hyaloraphidium_GCA_025558095.1	243785.0
