DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	reducing_support
GCA_002104975|MCOG01000012.1.region001|T1PKS|LY90DRAFT_28570_PKS_KS.1	0
GCA_002104975|MCOG01000027.1.region001|T1PKS|LY90DRAFT_143535_PKS_KS.1	2
GCA_000412615|ASRE01004896.1.region001|T1PKS|cds414_4335_PKS_KS.1	2
GCA_002104895|MCFG01000258.1.region001|T1PKS|BCR32DRAFT_248107_PKS_KS.1	4
GCA_002104975|MCOG01000026.1.region001|T1PKS|LY90DRAFT_502166_PKS_KS.1	4
GCA_000412615|ASRE01011721.1.region001|T1PKS|cds1_7534_PKS_KS.1	4
GCA_002104975|MCOG01000182.1.region001|T1PKS|LY90DRAFT_512986_PKS_KS.1	4
GCA_002104945|MCFH01000013.1.region001|T1PKS|BCR36DRAFT_411080_PKS_KS.1	4
GCA_002916505|scaffold_325.region001|T1PKS|FUN_007421_PKS_KS.1	7
GCA_001270325|scaffold_42.region001|T1PKS|FUN_009541_PKS_KS.1	4
GCA_001619985|NW_017264195.1.region004|T1PKS|L228DRAFT_218919_PKS_KS.1	3
GCA_002240705|scaffold_165.region001|T1PKS|FUN_001708_PKS_KS.1	7
GCA_002105095|NW_024467963.1.region002|T1PKS|BCR38DRAFT_475285_PKS_KS.1	7
GCA_001447215|scaffold_606.region001|T1PKS|FUN_012158_PKS_KS.1	6
GCA_000812885|scaffold_114.region001|T1PKS|FUN_001124_PKS_KS.1	3
GCA_001692915|KV749053.1.region001|T1PKS|AOQ84DRAFT_361552_PKS_KS.1	3
GCA_001642045|NW_017253360.1.region002|T1PKS|CC84DRAFT_1106966_PKS_KS.1	5
GCA_002105025|MCFA01000135.1.region001|T1PKS|BCR34DRAFT_491504_PKS_KS.1	5
GCA_000516985|NW_006917091.1.region005|T1PKS|PFICI_00493_PKS_KS.1	5
GCA_001600455|scaffold_8.region002|T1PKS|FUN_010064_PKS_KS.1	5
GCA_002162545|scaffold_30.region001|T1PKS|FUN_007682_PKS_KS.1	5
GCA_001692735|KV745173.1.region001|T1PKS|K432DRAFT_407807_PKS_KS.1	5
GCA_003073855|KZ805384.1.region001|T1PKS|DM02DRAFT_710229_PKS_KS.1	6
GCA_000812885|scaffold_2481.region001|T1PKS|FUN_009072_PKS_KS.1	2
GCA_001692915|KV749020.1.region001|T1PKS|AOQ84DRAFT_229052_PKS_KS.1	3
GCA_003313425|scaffold_71.region001|T1PKS|FUN_013318_PKS_KS.1	4
GCA_003313425|scaffold_79.region002|T1PKS|FUN_013507_PKS_KS.1	3
GCA_002162545|scaffold_7.region001|T1PKS|FUN_002774_PKS_KS.1	6
GCA_002927785|scaffold_596.region001|T1PKS|FUN_008028_PKS_KS.1	5
GCA_900290415|LR026969.1.region004|T1PKS|PODCO_610330_PKS_KS.1	5
GCA_000182925|scaffold_3.region001|T1PKS|FUN_003486_PKS_KS.1	6
GCA_900290415|LR026967.1.region006|T1PKS|PODCO_403840_PKS_KS.1	7
GCA_003012165|scaffold_90.region001|T1PKS|FUN_003416_PKS_KS.1	6
GCA_900618795|scaffold_3.region004|T1PKS|FUN_002489_PKS_KS.1	6
GCA_000963775|scaffold_112.region001|T1PKS|FUN_014400_PKS_KS.1	6
GCA_003795315|LKEA01000127.1.region001|T1PKS|VMCG_10915_PKS_KS.1	6
GCA_000498615|scaffold_273.region001|T1PKS|FUN_004972_PKS_KS.1	5
GCA_001600455|scaffold_2.region003|T1PKS|FUN_002555_PKS_KS.1	7
GCA_002081935|scaffold_230.region001|T1PKS|FUN_007745_PKS_KS.1	6
GCA_003012165|scaffold_2.region001|T1PKS|FUN_000141_PKS_KS.1	6
GCA_000349385|KB705642.1.region001|T1PKS|UCREL1_1475_PKS_KS.1	6
GCA_001662655|NW_017263688.1.region001|T1PKS|VE01_07932_PKS_KS.1	6
GCA_001642045|NW_017253364.1.region003|T1PKS|CC84DRAFT_1244536_PKS_KS.1	5
GCA_003868215|scaffold_24.region001|T1PKS|FUN_004710_PKS_KS.1	6
GCA_002105025|MCFA01000007.1.region002|T1PKS|BCR34DRAFT_529276_PKS_KS.1	6
GCA_000467715|scaffold_300.region001|T1PKS|FUN_010139_PKS_KS.1	5
GCA_001599595|scaffold_1.region001|T1PKS|FUN_000010_PKS_KS.1	6
GCA_003671545|scaffold_74.region001|T1PKS|FUN_005931_PKS_KS.1	4
GCA_002105095|NW_024467958.1.region002|T1PKS|BCR38DRAFT_335349_PKS_KS.1	3
GCA_003385255|scaffold_59.region001|T1PKS|FUN_003284_PKS_KS.1	6
GCA_003795315|LKEA01000016.1.region002|T1PKS|VMCG_05805_PKS_KS.1	3
GCA_001600455|scaffold_10.region003|T1PKS|FUN_011777_PKS_KS.1	4
GCA_002368545|scaffold_16.region001|T1PKS|FUN_004062_PKS_KS.1	5
GCA_003988815|scaffold_29.region001|T1PKS|FUN_005789_PKS_KS.1	4
GCA_003990805|scaffold_3.region005|T1PKS|FUN_005177_PKS_KS.1	6
GCA_003988795|scaffold_12.region002|T1PKS|FUN_005619_PKS_KS.1	6
GCA_001447215|scaffold_128.region001|T1PKS|FUN_005773_PKS_KS.1	6
GCA_003012165|scaffold_8.region001|T1PKS|FUN_000496_PKS_KS.1	3
GCA_002081935|scaffold_246.region001|T1PKS|FUN_008031_PKS_KS.1	3
GCA_000349385|KB706212.1.region001|T1PKS|UCREL1_4401_PKS_KS.1	4
GCA_002081935|scaffold_94.region001|T1PKS|FUN_004397_PKS_KS.1	4
GCA_002591845|scaffold_16.region001|T1PKS|FUN_001262_PKS_KS.1	4
GCA_001692735|KV744837.1.region001|T1PKS|K432DRAFT_288912_PKS_KS.1	4
GCA_001566295|KQ964263.1.region001|T1PKS|Micbo1qcDRAFT_151968_PKS_KS.1	4
GCA_001692915|KV749313.1.region001|T1PKS|AOQ84DRAFT_387757_PKS_KS.1	4
GCA_000003515|CH476615.1.region003|T1PKS|UREG_01366_PKS_KS.1	5
GCA_002105025|MCFA01000146.1.region001|T1PKS|BCR34DRAFT_492333_PKS_KS.1	7
GCA_900618795|scaffold_1.region005|T1PKS|FUN_000721_PKS_KS.1	5
GCA_001642045|NW_017253374.1.region001|T1PKS|CC84DRAFT_1210103_PKS_KS.1	5
GCA_900536445|scaffold_29.region001|T1PKS|FUN_002082_PKS_KS.1	4
GCA_900465125|scaffold_3.region001|T1PKS|FUN_001013_PKS_KS.1	5
GCA_003671545|scaffold_333.region001|T1PKS|FUN_012285_PKS_KS.1	3
GCA_003012165|scaffold_45.region001|T1PKS|FUN_002061_PKS_KS.1	5
GCA_002105095|NW_024467957.1.region001|T1PKS|BCR38DRAFT_405316_PKS_KS.1	5
GCA_001447215|scaffold_431.region001|T1PKS|FUN_010912_PKS_KS.1	5
GCA_002081935|scaffold_182.region001|T1PKS|FUN_006739_PKS_KS.1	6
GCA_001557505|scaffold_6.region004|T1PKS|FUN_007140_PKS_KS.1	7
GCA_000963775|scaffold_26.region001|T1PKS|FUN_008007_PKS_KS.1	7
GCA_000349385|KB705881.1.region001|T1PKS|UCREL1_2620_PKS_KS.1	4
GCA_003385255|scaffold_263.region001|T1PKS|FUN_008321_PKS_KS.1	4
GCA_000442125|scaffold_4.region001|T1PKS|FUN_002416_PKS_KS.1	6
GCA_000349385|KB707259.1.region001|T1PKS|UCREL1_9855_PKS_KS.1	3
GCA_004155245|scaffold_4.region001|T1PKS|FUN_002578_PKS_KS.1	3
GCA_000146915|scaffold_15.region001|T1PKS|FUN_006680_PKS_KS.1	4
GCA_001447215|scaffold_206.region001|T1PKS|FUN_007682_PKS_KS.1	7
GCA_002081935|scaffold_483.region001|T1PKS|FUN_011027_PKS_KS.1	7
GCA_002162545|scaffold_25.region001|T1PKS|FUN_006867_PKS_KS.1	6
GCA_000146915|scaffold_19.region001|T1PKS|FUN_007921_PKS_KS.1	6
GCA_000721755|NW_013566977.1.region002|T1PKS|AUEXF2481DRAFT_110421_PKS_KS.1	3
GCA_002591845|scaffold_35.region001|T1PKS|FUN_002352_PKS_KS.1	5
GCA_000738655|scaffold_63.region001|T1PKS|FUN_007948_PKS_KS.1	4
GCA_003264845|scaffold_66.region001|T1PKS|FUN_006460_PKS_KS.1	6
GCA_003990805|scaffold_5.region005|T1PKS|FUN_006819_PKS_KS.1	6
GCA_001660795|scaffold_89.region001|T1PKS|FUN_006346_PKS_KS.1	6
GCA_000963775|scaffold_13.region002|T1PKS|FUN_005302_PKS_KS.1	6
GCA_002081935|scaffold_23.region002|T1PKS|FUN_001629_PKS_KS.1	5
GCA_001481775|NW_020171350.1.region001|T1PKS|TGAM01_v204491_PKS_KS.1	7
GCA_001447215|scaffold_496.region001|T1PKS|FUN_011481_PKS_KS.1	6
GCA_003012165|scaffold_86.region001|T1PKS|FUN_003294_PKS_KS.1	7
GCA_002162545|scaffold_19.region002|T1PKS|FUN_005878_PKS_KS.1	7
GCA_003012165|scaffold_83.region001|T1PKS|FUN_003215_PKS_KS.1	5
GCA_002081935|scaffold_44.region001|T1PKS|FUN_002643_PKS_KS.1	7
GCA_001600455|scaffold_11.region001|T1PKS|FUN_012053_PKS_KS.1	6
GCA_002105095|NW_024467956.1.region002|T1PKS|BCR38DRAFT_453714_PKS_KS.1	7
GCA_000516985|NW_006917096.1.region003|T1PKS|PFICI_08706_PKS_KS.1	7
GCA_002989075|scaffold_5.region003|T1PKS|FUN_004115_PKS_KS.1	5
GCA_002081935|scaffold_135.region001|T1PKS|FUN_005596_PKS_KS.1	6
GCA_000467715|scaffold_116.region001|T1PKS|FUN_006193_PKS_KS.1	4
GCA_000182925|scaffold_1.region003|T1PKS|FUN_001864_PKS_KS.1	6
GCA_003671545|scaffold_343.region001|T1PKS|FUN_012390_PKS_KS.1	3
GCA_002105095|NW_024467956.1.region004|T1PKS|BCR38DRAFT_358876_PKS_KS.1	6
GCA_003019875|NW_020194485.1.region001|T1PKS|M430DRAFT_130024_PKS_KS.1	4
GCA_001270325|scaffold_2.region002|T1PKS|FUN_001411_PKS_KS.1	7
GCA_900536445|scaffold_99.region001|T1PKS|FUN_005115_PKS_KS.1	7
GCA_001599595|scaffold_10.region001|T1PKS|FUN_009403_PKS_KS.1	7
GCA_003016335|KZ678148.1.region001|T1PKS|BS50DRAFT_639989_PKS_KS.1	7
GCA_001642045|NW_017253372.1.region004|T1PKS|CC84DRAFT_1199737_PKS_KS.1	7
GCA_001692735|KV745309.1.region001|T1PKS|K432DRAFT_429373_PKS_KS.1	6
GCA_002927785|scaffold_147.region001|T1PKS|FUN_003517_PKS_KS.1	6
GCA_000611775|scaffold_2.region004|T1PKS|FUN_003732_PKS_KS.1	7
GCA_001599595|scaffold_11.region005|T1PKS|FUN_010274_PKS_KS.1	7
GCA_003313425|scaffold_35.region001|T1PKS|FUN_011293_PKS_KS.1	6
GCA_003988945|scaffold_431.region001|T1PKS|FUN_008963_PKS_KS.1	6
GCA_003988795|scaffold_18.region001|T1PKS|FUN_007203_PKS_KS.1	6
GCA_000963775|scaffold_24.region001|T1PKS|FUN_007675_PKS_KS.1	7
GCA_000732205|scaffold_1.region006|T1PKS|FUN_001462_PKS_KS.1	7
GCA_001600455|scaffold_14.region001|T1PKS|FUN_012887_PKS_KS.1	6
GCA_000464535|NW_006913659.1.region001|T1PKS|EPUS_00738_PKS_KS.1	5
GCA_003184365|scaffold_110.region001|T1PKS|FUN_009660_PKS_KS.1	6
GCA_900536445|scaffold_254.region001|T1PKS|FUN_008762_PKS_KS.1	6
GCA_002368545|scaffold_12.region001|T1PKS|FUN_003589_PKS_KS.1	6
GCA_000464535|NW_006913530.1.region001|T1PKS|EPUS_05841_PKS_KS.1	6
GCA_003264845|scaffold_10.region001|T1PKS|FUN_002122_PKS_KS.1	6
GCA_000516985|NW_006917104.1.region002|T1PKS|PFICI_15056_PKS_KS.1	7
GCA_003795315|LKEA01000111.1.region001|T1PKS|VMCG_10817_PKS_KS.1	6
GCA_002081935|scaffold_209.region001|T1PKS|FUN_007343_PKS_KS.1	7
GCA_900536445|scaffold_11.region001|T1PKS|FUN_000893_PKS_KS.1	7
GCA_000732205|scaffold_4.region002|T1PKS|FUN_007387_PKS_KS.1	4
GCA_003868215|scaffold_4.region002|T1PKS|FUN_001300_PKS_KS.1	7
GCA_001270325|scaffold_20.region001|T1PKS|FUN_007273_PKS_KS.1	7
GCA_003795315|LKEA01000003.1.region002|T1PKS|VMCG_01994_PKS_KS.1	7
GCA_003795315|LKEA01000049.1.region001|T1PKS|VMCG_08925_PKS_KS.1	7
GCA_000516985|NW_006917100.1.region003|T1PKS|PFICI_12429_PKS_KS.1	5
GCA_003016335|KZ678155.1.region001|T1PKS|BS50DRAFT_657057_PKS_KS.1	7
GCA_001642045|NW_017253364.1.region002|T1PKS|CC84DRAFT_1091839_PKS_KS.1	7
GCA_001662655|NW_017263682.1.region001|T1PKS|VE01_06677_PKS_KS.1	7
GCA_001557505|scaffold_8.region001|T1PKS|FUN_009293_PKS_KS.1	9
GCA_002368545|scaffold_38.region001|T1PKS|FUN_006861_PKS_KS.1	9
GCA_000385595|KB916202.1.region001|T1PKS|UCRNP2_4817_PKS_KS.1	6
GCA_003988815|scaffold_79.region001|T1PKS|FUN_008983_PKS_KS.1	7
GCA_001642045|NW_017253363.1.region001|T1PKS|CC84DRAFT_1195088_PKS_KS.1	5
GCA_001447215|scaffold_140.region001|T1PKS|FUN_006092_PKS_KS.1	7
GCA_001557505|scaffold_5.region001|T1PKS|FUN_005769_PKS_KS.1	6
GCA_001692735|KV745207.1.region001|T1PKS|K432DRAFT_437028_PKS_KS.1	6
GCA_003184365|scaffold_66.region002|T1PKS|FUN_007348_PKS_KS.1	6
GCA_000464535|NW_006913582.1.region002|T1PKS|EPUS_01348_PKS_KS.1	7
GCA_000146915|scaffold_42.region001|T1PKS|FUN_011195_PKS_KS.1	7
GCA_000498615|scaffold_84.region001|T1PKS|FUN_002246_PKS_KS.1	6
GCA_900073065|FJOG01000048.1.region001|T1PKS|PAC_17799_PKS_KS.1	7
GCA_001600455|scaffold_6.region007|T1PKS|FUN_008967_PKS_KS.1	4
GCA_000516985|NW_006917095.1.region003|T1PKS|PFICI_07954_PKS_KS.1	12
GCA_001447215|scaffold_304.region001|T1PKS|FUN_009451_PKS_KS.1	7
GCA_002927785|scaffold_374.region001|T1PKS|FUN_006357_PKS_KS.1	7
GCA_000467715|scaffold_330.region001|T1PKS|FUN_010526_PKS_KS.1	7
GCA_000498615|scaffold_283.region001|T1PKS|FUN_005076_PKS_KS.1	7
GCA_003073855|KZ805459.1.region001|T1PKS|DM02DRAFT_659049_PKS_KS.1	6
GCA_003016335|KZ678134.1.region005|T1PKS|BS50DRAFT_676264_PKS_KS.1	6
GCA_001599595|scaffold_17.region003|T1PKS|FUN_011884_PKS_KS.1	6
GCA_000226115|NC_016457.1.region003|T1PKS|THITE_40673_PKS_KS.1	7
GCA_003019895|KZ678530.1.region001|T1PKS|BD289DRAFT_484972_PKS_KS.1	7
GCA_002162545|scaffold_19.region003|T1PKS|FUN_005943_PKS_KS.1	6
GCA_003012165|scaffold_189.region001|T1PKS|FUN_005646_PKS_KS.1	9
GCA_001636725|NW_017387320.1.region002|T1PKS|ISF_07239_PKS_KS.1	7
GCA_900536445|scaffold_504.region001|T1PKS|FUN_011640_PKS_KS.1	6
GCA_003671545|scaffold_238.region001|T1PKS|FUN_011019_PKS_KS.1	7
GCA_001599595|scaffold_8.region002|T1PKS|FUN_008281_PKS_KS.1	7
GCA_000611775|scaffold_4.region003|T1PKS|FUN_006402_PKS_KS.1	6
GCA_002989075|scaffold_11.region003|T1PKS|FUN_007738_PKS_KS.1	7
GCA_000611775|scaffold_3.region003|T1PKS|FUN_004935_PKS_KS.1	7
GCA_000385595|KB915905.1.region001|T1PKS|UCRNP2_2180_PKS_KS.1	5
GCA_001563115|JEMN01001239.1.region001|T1PKS|CNYM01_03213_PKS_KS.1	7
GCA_003019875|NW_020194484.1.region001|T1PKS|M430DRAFT_110834_PKS_KS.1	7
GCA_003385255|scaffold_126.region001|T1PKS|FUN_005575_PKS_KS.1	6
GCA_004335205|scaffold_28.region001|T1PKS|FUN_001827_PKS_KS.1	6
GCA_001557505|scaffold_13.region001|T1PKS|FUN_012219_PKS_KS.1	6
GCA_003788615|ML121530.1.region002|T1PKS|L211DRAFT_802878_PKS_KS.1	7
GCA_004155245|scaffold_17.region001|T1PKS|FUN_006852_PKS_KS.1	7
GCA_001692735|KV745140.1.region001|T1PKS|K432DRAFT_334205_PKS_KS.1	6
GCA_001481775|NW_020171359.1.region001|T1PKS|TGAM01_v206453_PKS_KS.1	6
GCA_003012165|scaffold_12.region001|T1PKS|FUN_000760_PKS_KS.1	6
GCA_003574815|scaffold_5.region001|T1PKS|FUN_002881_PKS_KS.1	6
GCA_003013795|NHZQ01000236.1.region001|T1PKS|B9Z65_5121_PKS_KS.1	7
GCA_002105095|NW_024467967.1.region001|T1PKS|BCR38DRAFT_468047_PKS_KS.1	6
GCA_000516985|NW_006917092.1.region005|T1PKS|PFICI_02665_PKS_KS.1	7
GCA_001557505|scaffold_12.region001|T1PKS|FUN_011771_PKS_KS.1	6
GCA_001557505|scaffold_12.region001|T1PKS|FUN_011779_PKS_KS.1	6
GCA_003013795|NHZQ01000236.1.region001|T1PKS|B9Z65_5120_PKS_KS.1	7
GCA_001563115|JEMN01001145.1.region001|T1PKS|CNYM01_00636_PKS_KS.1	6
GCA_000146915|scaffold_34.region002|T1PKS|FUN_010489_PKS_KS.1	3
GCA_900536445|scaffold_3.region001|T1PKS|FUN_000313_PKS_KS.1	7
GCA_003988795|scaffold_32.region002|T1PKS|FUN_009725_PKS_KS.1	6
GCA_003184365|scaffold_120.region001|T1PKS_T3PKS|FUN_009999_PKS_KS.1	7
GCA_003988795|scaffold_4.region002|T1PKS|FUN_002381_PKS_KS.1	7
GCA_002927785|scaffold_100.region001|T1PKS_T3PKS|FUN_002635_PKS_KS.1	6
GCA_003264845|scaffold_84.region002|T1PKS|FUN_007378_PKS_KS.1	6
GCA_003671545|scaffold_128.region001|T1PKS_T3PKS|FUN_008401_PKS_KS.1	6
GCA_000146915|scaffold_15.region002|T1PKS_T3PKS|FUN_006775_PKS_KS.1	6
GCA_900290415|LR026969.1.region002|T1PKS_T3PKS|PODCO_607340_PKS_KS.1	6
GCA_001563115|JEMN01001277.1.region001|T1PKS|CNYM01_09763_PKS_KS.1	5
GCA_003049485|scaffold_269.region001|T1PKS|FUN_007848_PKS_KS.1	3
GCA_001566295|KQ964246.1.region003|T1PKS|Micbo1qcDRAFT_216702_PKS_KS.1	3
GCA_003574815|scaffold_10.region001|T1PKS|FUN_005001_PKS_KS.1	6
GCA_003073855|KZ805653.1.region001|T1PKS|DM02DRAFT_721978_PKS_KS.1	5
GCA_001600455|scaffold_1.region007|T1PKS|FUN_001437_PKS_KS.1	5
GCA_003012165|scaffold_18.region001|T1PKS|FUN_001014_PKS_KS.1	5
GCA_000354255|NW_014024920.1.region001|T1PKS|COCC4DRAFT_200710_PKS_KS.1	5
GCA_002240705|scaffold_510.region001|T1PKS|FUN_003990_PKS_KS.1	5
GCA_002240705|scaffold_769.region001|T1PKS|FUN_005201_PKS_KS.1	6
GCA_002240705|scaffold_2160.region001|T1PKS|FUN_009176_PKS_KS.1	2
GCA_000968615|LAEV01001437.1.region001|T1PKS|TD95_004875_PKS_KS.1	5
GCA_000968615|LAEV01000214.1.region001|T1PKS|TD95_000725_PKS_KS.1	7
GCA_004155245|scaffold_5.region003|T1PKS|FUN_003492_PKS_KS.1	6
GCA_004155245|scaffold_16.region001|T1PKS|FUN_006819_PKS_KS.1	5
GCA_003118255|BFBS01016236.1.region001|T1PKS|TMEN_5668_PKS_KS.1	7
GCA_001270325|scaffold_26.region001|T1PKS|FUN_008104_PKS_KS.1	7
GCA_001270325|scaffold_7.region003|T1PKS|FUN_004121_PKS_KS.1	6
GCA_003118255|BFBS01016459.1.region001|T1PKS|TMEN_7892_PKS_KS.1	6
GCA_003574815|scaffold_26.region001|T1PKS|FUN_008383_PKS_KS.1	7
GCA_003184365|scaffold_18.region001|T1PKS|FUN_002890_PKS_KS.1	7
GCA_000611775|scaffold_4.region001|T1PKS|FUN_005960_PKS_KS.1	6
GCA_000385595|KB916065.1.region001|T1PKS|UCRNP2_3615_PKS_KS.1	5
GCA_003012165|scaffold_584.region001|T1PKS|FUN_010357_PKS_KS.1	6
GCA_002916505|scaffold_6.region001|T1PKS|FUN_000443_PKS_KS.1	6
GCA_001481775|NW_020171358.1.region001|T1PKS|TGAM01_v206227_PKS_KS.1	6
GCA_003016335|KZ678155.1.region001|T1PKS|BS50DRAFT_565394_PKS_KS.1	7
GCA_001642045|NW_017253366.1.region001|T1PKS|CC84DRAFT_1123105_PKS_KS.1	6
GCA_001557505|scaffold_12.region002|T1PKS|FUN_011800_PKS_KS.1	1
GCA_001481775|NW_020171351.1.region001|T1PKS|TGAM01_v204898_PKS_KS.1	2
GCA_000963775|scaffold_44.region002|T1PKS|FUN_010499_PKS_KS.1	6
GCA_001557505|scaffold_5.region007|T1PKS|FUN_006832_PKS_KS.1	6
GCA_001563115|JEMN01001248.1.region001|T1PKS|CNYM01_04098_PKS_KS.1	6
GCA_001566295|KQ964265.1.region002|T1PKS|Micbo1qcDRAFT_218597_PKS_KS.1	5
GCA_000516985|NW_006917100.1.region005|T1PKS|PFICI_12549_PKS_KS.1	9
GCA_000354255|NW_014024910.1.region001|T1PKS|COCC4DRAFT_44171_PKS_KS.1	7
GCA_002105095|NW_024467970.1.region001|T1PKS|BCR38DRAFT_376641_PKS_KS.1	7
GCA_003990805|scaffold_8.region001|T1PKS|FUN_008463_PKS_KS.1	6
GCA_000467715|scaffold_350.region001|T1PKS|FUN_010767_PKS_KS.1	6
GCA_001566295|KQ964260.1.region001|T1PKS_T3PKS|Micbo1qcDRAFT_190109_PKS_KS.1	7
GCA_001447215|scaffold_242.region001|T1PKS|FUN_008418_PKS_KS.1	6
GCA_000354255|NW_014024884.1.region001|T1PKS|COCC4DRAFT_154765_PKS_KS.1	6
GCA_000146915|scaffold_18.region002|T1PKS|FUN_007787_PKS_KS.1	6
GCA_003012165|scaffold_168.region001|T1PKS|FUN_005213_PKS_KS.1	6
GCA_001692735|KV745154.1.region001|T1PKS|K432DRAFT_334524_PKS_KS.1	4
GCA_003073855|KZ805501.1.region001|T1PKS|DM02DRAFT_691085_PKS_KS.1	7
GCA_000442125|scaffold_8.region001|T1PKS|FUN_004636_PKS_KS.1	6
GCA_002927785|scaffold_84.region001|T1PKS|FUN_002302_PKS_KS.1	5
GCA_000963775|scaffold_48.region001|T1PKS|FUN_010813_PKS_KS.1	7
GCA_001619985|NW_017264199.1.region002|T1PKS|L228DRAFT_221877_PKS_KS.1	5
GCA_003988945|scaffold_489.region001|T1PKS|FUN_009342_PKS_KS.1	6
GCA_000516985|NW_006917092.1.region002|T1PKS|PFICI_02353_PKS_KS.1	7
GCA_001600455|scaffold_1.region002|T1PKS|FUN_000351_PKS_KS.1	6
GCA_000963775|scaffold_58.region001|T1PKS|FUN_011717_PKS_KS.1	6
GCA_001447215|scaffold_29.region001|T1PKS|FUN_002076_PKS_KS.1	6
GCA_900536445|scaffold_648.region001|T1PKS|FUN_012365_PKS_KS.1	7
GCA_001447215|scaffold_187.region001|T1PKS|FUN_007281_PKS_KS.1	4
GCA_004335205|scaffold_207.region001|T1PKS|FUN_006829_PKS_KS.1	6
GCA_002240705|scaffold_886.region001|T1PKS|FUN_005656_PKS_KS.1	7
GCA_000812885|scaffold_184.region001|T1PKS|FUN_001641_PKS_KS.1	7
GCA_003990805|scaffold_1.region004|T1PKS|FUN_001903_PKS_KS.1	6
GCA_003012165|scaffold_117.region001|T1PKS|FUN_004133_PKS_KS.1	7
GCA_002081935|scaffold_416.region001|T1PKS|FUN_010430_PKS_KS.1	6
GCA_002368545|scaffold_21.region001|T1PKS|FUN_004826_PKS_KS.1	7
GCA_002916505|scaffold_69.region001|T1PKS|FUN_002952_PKS_KS.1	6
GCA_002865625|KZ613532.1.region001|T1PKS|NA56DRAFT_755795_PKS_KS.1	6
GCA_002081935|scaffold_416.region001|T1PKS|FUN_010429_PKS_KS.1	6
GCA_002798055|scaffold_75.region001|T1PKS|FUN_002768_PKS_KS.1	6
GCA_003016335|KZ678132.1.region001|T1PKS|BS50DRAFT_547194_PKS_KS.1	6
GCA_003385255|scaffold_369.region001|T1PKS|FUN_009431_PKS_KS.1	5
GCA_000812075|scaffold_382.region001|T1PKS|FUN_008670_PKS_KS.1	5
GCA_000516985|NW_006917100.1.region007|T1PKS|PFICI_12888_PKS_KS.1	6
GCA_001563115|JEMN01001145.1.region001|T1PKS|CNYM01_00625_PKS_KS.1	6
GCA_001692735|KV745457.1.region001|T1PKS|K432DRAFT_437929_PKS_KS.1	6
GCA_000516985|NW_006917091.1.region002|T1PKS|PFICI_00149_PKS_KS.1	6
GCA_004335205|scaffold_28.region001|T1PKS|FUN_001813_PKS_KS.1	6
GCA_001270325|scaffold_43.region001|T1PKS|FUN_009564_PKS_KS.1	6
GCA_003184365|scaffold_166.region001|T1PKS|FUN_011091_PKS_KS.1	7
GCA_002927785|scaffold_10.region001|T1PKS|FUN_000373_PKS_KS.1	6
GCA_000498615|scaffold_330.region001|T1PKS|FUN_005554_PKS_KS.1	6
GCA_003795315|LKEA01000009.1.region002|T1PKS|VMCG_04176_PKS_KS.1	6
GCA_003988795|scaffold_2.region002|T1PKS|FUN_000949_PKS_KS.1	7
GCA_004335205|scaffold_164.region001|T1PKS|FUN_006027_PKS_KS.1	6
GCA_900290415|LR026968.1.region004|T1PKS|PODCO_500380_PKS_KS.1	6
GCA_000963775|scaffold_32.region001|T1PKS|FUN_008989_PKS_KS.1	6
GCA_001447215|scaffold_224.region001|T1PKS|FUN_008064_PKS_KS.1	6
GCA_003012165|scaffold_82.region001|T1PKS|FUN_003196_PKS_KS.1	5
GCA_000963775|scaffold_47.region001|T1PKS|FUN_010723_PKS_KS.1	6
GCA_003073855|KZ805702.1.region001|T1PKS|DM02DRAFT_544044_PKS_KS.1	0
GCA_003988795|scaffold_3.region001|T1PKS|FUN_001535_PKS_KS.1	6
GCA_000392275|NW_006921506.1.region001|T1PKS|UCRPA7_8693_PKS_KS.1	6
GCA_000349385|KB705561.1.region001|T1PKS|UCREL1_1063_PKS_KS.1	6
GCA_000146915|scaffold_25.region001|T1PKS|FUN_009169_PKS_KS.1	4
GCA_003795315|LKEA01000030.1.region001|T1PKS|VMCG_07466_PKS_KS.1	7
GCA_002865625|KZ613473.1.region001|T1PKS|NA56DRAFT_35273_PKS_KS.1	6
GCA_004155245|scaffold_26.region001|T1PKS|FUN_008261_PKS_KS.1	7
GCA_001447215|scaffold_379.region001|T1PKS|FUN_010415_PKS_KS.1	6
GCA_001557505|scaffold_2.region001|T1PKS|FUN_001652_PKS_KS.1	7
GCA_001619985|NW_017264196.1.region004|T1PKS|L228DRAFT_210265_PKS_KS.1	7
GCA_001600455|scaffold_12.region001|T1PKS|FUN_012619_PKS_KS.1	7
GCA_003073855|KZ805532.1.region001|T1PKS|DM02DRAFT_721263_PKS_KS.1	7
GCA_000442125|scaffold_13.region001|T1PKS|FUN_007521_PKS_KS.1	3
GCA_900290415|LR026968.1.region010|T1PKS|PODCO_507750_PKS_KS.1	6
GCA_001692915|KV750843.1.region001|T1PKS|AOQ84DRAFT_420982_PKS_KS.1	7
GCA_003184365|scaffold_64.region001|T1PKS|FUN_007194_PKS_KS.1	0
GCA_002927785|scaffold_423.region001|T1PKS|FUN_006793_PKS_KS.1	3
GCA_000442125|scaffold_4.region003|T1PKS|FUN_002844_PKS_KS.1	6
GCA_001599595|scaffold_4.region001|T1PKS|FUN_004402_PKS_KS.1	7
