n	n:500	L50	min	N80	N50	N20	E-size	max	sum	name
3371	3371	242	1000	13997	51152	115287	68349	320835	45.63e6	Genomes/GCA_001692735.1_Leppa1_genomic.fna
268	268	26	1083	1060322	2234988	4119808	2581119	6404409	177.3e6	Genomes/GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0_genomic.fna
2730	2664	394	504	12978	30598	59639	37242	149963	40.29e6	Genomes/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0_genomic.fna
1276	1276	191	923	76383	158217	287812	200737	1106744	99.14e6	Genomes/GCA_001693025.2_ASM169302v2_genomic.fna
12	12	5	77649	2280749	2761926	3715394	2878948	3958284	27.78e6	Genomes/GCA_001693355.1_ASM169335v1_genomic.fna
1340	1340	119	642	50969	121362	281601	166341	590504	51.34e6	Genomes/GCA_001696505.1_ASM169650v1_genomic.fna
7376	7376	859	764	6586	20165	43975	26926	151160	63.6e6	Genomes/GCA_001702395.2_DHEL01v2_genomic.fna
11	11	2	14662	1828518	2687137	3325186	2512546	3325186	9597535	Genomes/GCA_001708105.1_ASM170810v1_genomic.fna
16	16	3	1654	2024203	2509082	5246413	3153901	5246413	19.86e6	Genomes/GCA_001712445.1_ASM171244v1_genomic.fna
265	212	11	509	330369	1087188	1957421	1112046	2245573	36.5e6	Genomes/GCA_001717845.1_ASM171784v1_genomic.fna
287	256	31	512	137957	392570	673628	450768	1526631	36.38e6	Genomes/GCA_001717855.1_ASM171785v1_genomic.fna
83	83	11	1133	284009	604726	1222315	693415	1684844	19.89e6	Genomes/GCA_001720155.1_Tsuc_wing_CBS7118_V1_genomic.fna
15	15	6	40893	1165603	1545647	2220979	1554638	2227299	20.25e6	Genomes/GCA_001720205.1_Cryp_amyl_CBS6039_V3_genomic.fna
41	41	6	1033	536094	881270	1795005	1007671	1971963	15.63e6	Genomes/GCA_001720245.1_Filo_depa_CBS7855_V2_genomic.fna
2355	2353	259	539	16628	41924	84704	53271	217045	38.14e6	Genomes/GCA_001721665.1_ASM172166v1_genomic.fna
5932	401	32	500	88582	166165	345713	212416	620444	18.18e6	Genomes/GCA_001735935.1_ASM173593v1_genomic.fna
13661	1398	83	500	30978	76312	148880	94530	294594	20.93e6	Genomes/GCA_001736075.1_ASM173607v1_genomic.fna
12840	593	39	501	84805	187344	300877	198301	632715	20.52e6	Genomes/GCA_001736125.1_ASM173612v1_genomic.fna
9247	1870	171	500	15291	36593	69365	44272	168091	20.6e6	Genomes/GCA_001736195.1_ASM173619v1_genomic.fna
17	17	4	9654	811908	1256848	1642219	1257921	1906659	11.32e6	Genomes/GCA_001747045.1_ASM174704v1_genomic.fna
18	18	3	3612	718799	1275808	1906526	1193925	1906526	8732278	Genomes/GCA_001747055.1_ASM174705v1_genomic.fna
15412	658	40	500	73797	150287	282281	175111	422913	19.3e6	Genomes/GCA_001748505.1_ASM174850v1_genomic.fna
17	17	3	3968	946452	1262277	1888365	1223873	1888365	8728408	Genomes/GCA_001749795.1_ASM174979v1_genomic.fna
228	177	8	500	489500	1431356	2384064	1651440	4664568	33.55e6	Genomes/GCA_001750025.1_ASM175002v1_genomic.fna
6036	4139	684	501	6544	14381	28346	19552	109425	34.17e6	Genomes/GCA_001752565.1_Ccoch_v1_genomic.fna
32	32	3	1007	1039521	3675034	4471484	3001107	4825501	24.59e6	Genomes/GCA_001752585.1_ASM175258v1_genomic.fna
190	190	12	1121	719790	1465351	2077785	1355605	2445194	42.2e6	Genomes/GCA_001752605.1_ASM175260v1_genomic.fna
116	116	7	987	1285830	2799222	3240712	2412254	3717195	40.28e6	Genomes/GCA_001752645.1_ASM175264v1_genomic.fna
28	28	4	1065	528705	1343299	1681639	1130099	1824007	12.5e6	Genomes/GCA_001754015.1_ASM175401v1_genomic.fna
396	383	10	511	346376	1033645	2308090	1181174	2695892	33.71e6	Genomes/GCA_001773325.1_ASM177332v1_genomic.fna
450	450	46	508	120091	240792	430716	318588	1192132	37.47e6	Genomes/GCA_001792695.1_ASM179269v1_genomic.fna
138	138	13	2319	396553	1232546	2658327	1502336	3841264	53.43e6	Genomes/GCA_001792895.1_ASM179289v1_genomic.fna
321	321	57	3619	130694	284473	464029	315654	844029	48.55e6	Genomes/GCA_001831195.1_CORC01_genomic.fna
1036	649	52	501	124592	291327	592817	365072	1051935	52.89e6	Genomes/GCA_001855235.1_ASM185523v1_genomic.fna
913	902	117	504	37655	86360	147870	104471	483436	32.42e6	Genomes/GCA_001856765.1_ASM185676v1_genomic.fna
135	135	6	1082	1152272	3219340	4161099	2804449	4631507	42.33e6	Genomes/GCA_001879275.1_Conlig_v1.0_genomic.fna
494	493	14	501	445223	1296444	2538639	1713427	5125255	63.24e6	Genomes/GCA_001879505.1_ASM187950v1_genomic.fna
391	391	57	1011	81793	182817	328692	218228	679357	33.42e6	Genomes/GCA_001879705.1_ASM187970v1_genomic.fna
6643	4952	363	500	7763	29776	67577	46320	444581	41.68e6	Genomes/GCA_001882365.1_Rves_AM-OR11-056_1.0_genomic.fna
1643	1643	200	1000	16800	45830	92550	60044	267908	32.38e6	Genomes/GCA_001883825.1_Emmo_past_UAMH9510_V1_genomic.fna
181	181	26	1344	228050	455290	755583	543278	2090859	34.97e6	Genomes/GCA_001883845.1_ASM188384v1_genomic.fna
1975	1835	250	500	15496	33743	61806	42136	179628	27.71e6	Genomes/GCA_001889225.1_MPSYv1_genomic.fna
103	103	6	1000	795299	2025456	3828060	2316800	4528069	35.65e6	Genomes/GCA_001889945.1_Aspbr1_genomic.fna
246	246	7	1064	507353	1212084	2221976	1463858	3517601	26.02e6	Genomes/GCA_001890105.1_Aspzo1_genomic.fna
51	51	5	1241	1284156	2487982	4496867	2786148	5023326	33.12e6	Genomes/GCA_001890125.1_Aspve1_genomic.fna
100	100	6	1488	1212413	2194980	3720481	2324307	4263668	37.3e6	Genomes/GCA_001890685.1_Aspfo1_genomic.fna
97	97	5	1125	1053883	2287955	4001836	2539090	5536837	34.35e6	Genomes/GCA_001890705.1_Aspsy1_genomic.fna
27	27	4	1148	2345631	4125078	5024822	3655060	5067192	31.3e6	Genomes/GCA_001890725.1_Aspwe1_genomic.fna
33	33	5	1474	1808350	2949149	4314979	2934862	4803003	35.14e6	Genomes/GCA_001890745.1_Asptu1_genomic.fna
82	82	10	1169	510196	1030473	1616113	1008924	1816131	27.78e6	Genomes/GCA_001890805.1_Aspgl1_genomic.fna
660	654	8	500	962465	1627615	2408430	1780868	3698776	35.18e6	Genomes/GCA_001890905.1_Aspac1_genomic.fna
1731	1573	157	504	25439	72554	144352	92521	367022	39.65e6	Genomes/GCA_001895945.1_ASM189594v1_genomic.fna
212	177	9	501	776807	1485700	1718429	1546730	3931210	33.7e6	Genomes/GCA_001896365.1_ASM189636v1_genomic.fna
545	545	64	2030	70687	179176	355977	235008	1083979	39.63e6	Genomes/GCA_001901625.1_ASM190162v1_genomic.fna
48	48	7	1644	1051534	1576825	3007852	1903433	3268694	30.83e6	Genomes/GCA_001907595.1_ASM190759v1_genomic.fna
776	766	36	509	96651	322783	666890	376543	984004	39.75e6	Genomes/GCA_001908125.1_ASM190812v1_genomic.fna
174	174	11	606	293166	966363	2399336	1239700	2640167	39.21e6	Genomes/GCA_001910725.1_ASM191072v1_genomic.fna
3253	3253	50	500	39938	278459	1019660	492707	2087307	60.4e6	Genomes/GCA_001913115.1_ASM191311v1_genomic.fna
1355	1355	135	500	25362	72881	161023	97526	558854	34.61e6	Genomes/GCA_001913855.2_ASM191385v2_genomic.fna
4542	2265	193	500	5407	18605	42489	26069	131778	13.5e6	Genomes/GCA_001929475.1_NeoIirr1.0_genomic.fna
7	7	3	1395908	2406875	2680930	4904981	3330722	4904981	19.63e6	Genomes/GCA_001936275.1_ATCC36309_genomic.fna
558	323	26	504	259994	643862	1179139	769230	2379671	52.07e6	Genomes/GCA_001937105.1_ASM193710v1_genomic.fna
226	226	22	2166	241582	667718	1202715	738546	2270075	43.86e6	Genomes/GCA_001937815.1_ASM193781v1_genomic.fna
166	166	13	503	207308	391780	751517	496746	1347436	16.64e6	Genomes/GCA_001939105.2_Sxyl_2.0_genomic.fna
1191	767	20	506	226305	685935	1186527	699223	1690338	38.44e6	Genomes/GCA_001939245.1_ASM193924v1_genomic.fna
5321	3073	137	500	16676	69035	156098	96399	425509	35.6e6	Genomes/GCA_001939255.1_ASM193925v1_genomic.fna
23	23	6	1852	1731595	2748397	3977133	2784091	4296342	34.12e6	Genomes/GCA_001950455.1_JCM_1940_assembly_v001_genomic.fna
13	13	3	1851	3076077	4315900	6481379	4323316	6481379	32.3e6	Genomes/GCA_001950475.1_JCM_1883_assembly_v001_genomic.fna
491	491	45	996	118916	278586	482756	324613	921728	39.46e6	Genomes/GCA_001950495.1_JCM_30590_assembly_v001_genomic.fna
306	306	20	995	295753	788435	1444186	877372	2034487	49.15e6	Genomes/GCA_001950515.1_JCM_30591_assembly_v001_genomic.fna
50	50	5	1772	1379144	2337851	3400217	2852679	6560432	33.65e6	Genomes/GCA_001950535.1_JCM_22607_assembly_v001_genomic.fna
548	548	45	1446	147289	336931	833754	545437	2189893	63.19e6	Genomes/GCA_001951195.1_ASM195119v1_genomic.fna
7797	7797	1303	1000	10096	22783	44539	29747	201913	101.1e6	Genomes/GCA_001953115.1_ASM195311v1_genomic.fna
1657	1656	147	500	12532	40268	125798	92143	694487	26.93e6	Genomes/GCA_001956345.1_RamPxa01_v1_genomic.fna
5571	2807	298	500	17027	41633	83034	52087	224712	42.42e6	Genomes/GCA_001969225.1_ASM196922v1_genomic.fna
1954	1954	323	1005	11877	26438	48943	36239	385979	28.56e6	Genomes/GCA_001969505.1_ASM196950v1_genomic.fna
6137	6137	1183	1004	9310	19988	35830	25114	206091	76.63e6	Genomes/GCA_001970855.1_ASM197085v1_genomic.fna
47	47	4	1102	2133730	3251962	4110983	3401199	5780529	32.28e6	Genomes/GCA_001972265.1_JCM_12450_assembly_v001_genomic.fna
154	151	7	572	882874	1691708	3693975	2299338	6165338	38.52e6	Genomes/GCA_001972285.1_JCM_1545_assembly_v001_genomic.fna
115	115	5	1007	1486867	2885763	4257137	2837016	4833265	37.02e6	Genomes/GCA_001975905.1_Dipser_v1_genomic.fna
260	260	11	1202	87265	336534	639525	365612	782558	11.68e6	Genomes/GCA_001983325.1_ASM198332v1_genomic.fna
10390	10384	1554	502	5239	13459	26392	16776	78488	71.46e6	Genomes/GCA_001983365.1_ASM198336v1_genomic.fna
1465	1465	205	553	23644	51677	104245	66214	276826	36.63e6	Genomes/GCA_001983385.1_ASM198338v1_genomic.fna
18	18	7	5427	1091360	1283838	1751495	1413820	2110500	20.86e6	Genomes/GCA_001984395.2_ASM198439v2_genomic.fna
317	317	12	10091	200146	1154715	2003938	1266720	3253204	44.36e6	Genomes/GCA_001986395.2_ASM198639v2_genomic.fna
331	331	18	892	155592	363671	574312	365685	786754	18.42e6	Genomes/GCA_001990185.1_ASM199018v1_genomic.fna
829	828	8	500	835698	1765704	2416113	1665115	2936353	34.12e6	Genomes/GCA_001990825.1_Aspca3_genomic.fna
657	657	32	599	148775	314623	836259	439039	1454811	36.92e6	Genomes/GCA_001990985.1_ASM199098v1_genomic.fna
1257	1254	189	503	19040	42003	80395	52152	190408	26.64e6	Genomes/GCA_002018255.1_ASM201825v1_genomic.fna
813	813	121	501	29028	65720	124967	80132	316680	26.03e6	Genomes/GCA_002018265.1_ASM201826v1_genomic.fna
448	448	41	504	97825	206226	378608	240644	631102	26.66e6	Genomes/GCA_002018275.1_ASM201827v1_genomic.fna
63	63	7	1011	1356893	2412483	3155135	2257846	3563570	38.29e6	Genomes/GCA_002022785.1_ASM202278v1_genomic.fna
62	40	7	634	254793	448095	1029475	594802	1392778	10.43e6	Genomes/GCA_002068075.1_cb02_genomic.fna
403	283	11	503	333975	656851	1680230	836795	1870123	23.89e6	Genomes/GCA_002072245.1_ASM207224v1_genomic.fna
660	453	18	504	185502	527726	918073	640372	2035758	30.98e6	Genomes/GCA_002072255.1_ASM207225v1_genomic.fna
700	557	16	502	173877	594144	1154235	723498	2158453	31.39e6	Genomes/GCA_002072345.1_ASM207234v1_genomic.fna
260	258	17	625	229099	607885	1140476	705611	2003020	32.9e6	Genomes/GCA_002072365.1_ASM207236v1_genomic.fna
84	74	8	543	550831	1378942	1994511	1482821	3516091	32.09e6	Genomes/GCA_002072375.1_ASM207237v1_genomic.fna
91	81	5	511	1117194	2121702	3131852	2560267	5487411	28.35e6	Genomes/GCA_002072405.1_ASM207240v1_genomic.fna
1956	1328	26	501	83438	358039	872026	491157	2016671	32.76e6	Genomes/GCA_002072425.1_ASM207242v1_genomic.fna
154	153	10	505	193140	542232	756596	523036	1116518	14.35e6	Genomes/GCA_002073855.1_ASM207385v1_genomic.fna
267	261	20	500	358915	896475	1254254	843973	1804984	47.41e6	Genomes/GCA_002077065.1_ASM207706v1_genomic.fna
17	17	6	77386	731301	872155	1201643	904774	1391618	12.2e6	Genomes/GCA_002079145.1_ASM207914v1_genomic.fna
885	885	161	708	44901	89956	159900	110614	414691	46.52e6	Genomes/GCA_002081935.3_Kretzschmaria_deusta_v3_genomic.fna
222	222	20	1008	231202	465802	1105674	607212	1535171	32.35e6	Genomes/GCA_002092935.1_Pycco1_genomic.fna
534	534	46	1010	89978	267271	608073	331523	961043	43.18e6	Genomes/GCA_002092955.1_ASM209295v1_genomic.fna
481	481	56	504	86802	200998	363588	235799	752744	35.31e6	Genomes/GCA_002093855.1_ASM209385v1_genomic.fna
384	380	40	501	46334	104097	166886	113195	326926	12.3e6	Genomes/GCA_002094185.1_ASM209418v1_genomic.fna
15	15	5	565210	2335262	3044656	3757551	2844969	4142182	35.46e6	Genomes/GCA_002099365.1_ASM209936v1_genomic.fna
509	509	41	1044	52864	217825	615488	367382	1355699	41.34e6	Genomes/GCA_002102555.1_Catan2_genomic.fna
38	38	6	1313	607896	1071374	1921170	1144938	2013504	17.47e6	Genomes/GCA_002102565.1_Kocim1_genomic.fna
1366	1366	272	3467	51096	106019	178484	117411	345098	89.49e6	Genomes/GCA_002104905.1_Basme2finSC_genomic.fna
114	114	14	1196	317922	571097	1240823	724458	1790259	27.22e6	Genomes/GCA_002104935.1_Hesve2_genomic.fna
437	436	51	782	85523	292246	647077	377018	1023498	57.02e6	Genomes/GCA_002104985.1_Rhihy1_genomic.fna
227	227	9	1143	59575	908848	1709611	1071800	3302357	26.2e6	Genomes/GCA_002104995.1_Linpe1_genomic.fna
761	761	87	1016	64817	169037	312205	204316	674718	49.68e6	Genomes/GCA_002105025.1_Cloaq1_genomic.fna
151	151	27	1872	108716	209500	396734	391999	1646047	19.79e6	Genomes/GCA_002105065.1_Treen1_genomic.fna
37	37	7	3387	925940	2561820	3455761	2438834	4509802	44.71e6	Genomes/GCA_002105095.1_Pseve2_genomic.fna
44	44	10	1859	330268	565986	676895	513159	872887	12.93e6	Genomes/GCA_002105105.1_Prola1_genomic.fna
49	49	5	521	1681262	2374188	4600585	2809089	4845341	30.75e6	Genomes/GCA_002105135.1_Synrac1_genomic.fna
138	138	22	1957	313612	672590	994324	747279	1854208	42.77e6	Genomes/GCA_002105155.1_Lobtra1_genomic.fna
94	94	11	1315	495966	1295254	2241197	1494200	3895514	47.42e6	Genomes/GCA_002105175.1_Absrep1_genomic.fna
296	296	33	609	54033	141549	263222	174682	639790	15.1e6	Genomes/GCA_002105455.1_ASM210545v1_genomic.fna
191	109	5	500	388011	817796	1215492	833645	1665694	10.89e6	Genomes/GCA_002109505.1_ASM210950v1_genomic.fna
108	108	9	3968	511967	1285840	1984306	1549981	4627324	35.5e6	Genomes/GCA_002110485.1_ASM211048v1_genomic.fna
29	29	4	1230	1959625	4774821	6115797	4232206	6722894	43.28e6	Genomes/GCA_002111425.1_ASM211142v1_genomic.fna
358	358	30	976	130291	316438	590619	377989	994586	31.01e6	Genomes/GCA_002116305.1_ASM211630v1_genomic.fna
227	227	7	1000	858385	1367210	3772820	2009775	4946671	34.6e6	Genomes/GCA_002116315.1_ASM211631v1_genomic.fna
642	633	70	500	58042	130659	231543	166790	703514	29.94e6	Genomes/GCA_002116355.1_ASM211635v1_genomic.fna
737	734	71	502	64607	143707	263681	197050	1001721	33.89e6	Genomes/GCA_002116385.1_ASM211638v1_genomic.fna
3592	3569	207	500	18922	58801	110196	72420	318301	40.75e6	Genomes/GCA_002116395.1_ASM211639v1_genomic.fna
549	549	8	2002	977648	1947600	3101028	2055084	4200547	39.84e6	Genomes/GCA_002117355.1_PosplRSB12_1_genomic.fna
10	10	3	2467	1679904	2756824	3478070	2497019	3478070	17.05e6	Genomes/GCA_002118035.1_SsheATY839_1.0_genomic.fna
629	629	100	561	71955	153735	278723	189162	787827	49.78e6	Genomes/GCA_002127715.1_HwerPB1_genomic.fna
1106	1089	113	500	31821	77857	141275	103503	506119	29.87e6	Genomes/GCA_002153405.1_ASM215340v1_genomic.fna
42	32	7	515	936405	1419370	1947226	1465709	2522308	26.11e6	Genomes/GCA_002156615.1_ASM215661v1_genomic.fna
24475	24475	4533	500	1082	2626	5959	3794	24807	44.51e6	Genomes/GCA_002157005.1_ASM215700v1_genomic.fna
29225	29225	6955	500	1318	2544	4716	3193	24202	57.86e6	Genomes/GCA_002157015.1_ASM215701v1_genomic.fna
14223	14223	2134	500	3768	9161	19479	12403	66535	70.65e6	Genomes/GCA_002157025.1_ASM215702v1_genomic.fna
21382	21382	4327	500	2688	5617	10300	6981	60264	79.35e6	Genomes/GCA_002157035.1_ASM215703v1_genomic.fna
21759	21759	4107	500	3114	6459	12992	8589	54026	91.48e6	Genomes/GCA_002157085.1_ASM215708v1_genomic.fna
316	256	17	501	502555	1007458	2726997	1286390	2951412	56.1e6	Genomes/GCA_002162485.1_ASM216248v1_genomic.fna
1623	1076	50	501	97579	235633	511230	292699	965943	40.05e6	Genomes/GCA_002162495.1_ASM216249v1_genomic.fna
426	288	10	501	729956	1430505	2640332	1673328	3903099	43.25e6	Genomes/GCA_002162505.1_ASM216250v1_genomic.fna
846	506	15	500	517520	976596	1580225	1112208	3138145	43.46e6	Genomes/GCA_002162545.1_ASM216254v1_genomic.fna
505	367	11	503	811493	1487453	2693863	2012265	6189353	54.33e6	Genomes/GCA_002162555.1_ASM216255v1_genomic.fna
623	455	14	501	401846	925833	2064351	1103766	2385095	40.35e6	Genomes/GCA_002162575.1_ASM216257v1_genomic.fna
370	238	9	504	1287767	1869093	2652452	1984566	3498542	43.45e6	Genomes/GCA_002162615.1_ASM216261v1_genomic.fna
153	121	8	533	481098	1473927	4950157	2315658	6143924	47.76e6	Genomes/GCA_002165215.1_FUSPIN1.0_genomic.fna
39	39	6	2186	1083169	1487593	1914931	1603541	3119664	21.57e6	Genomes/GCA_002167195.1_ASM216719v1_genomic.fna
287	287	9	514	479016	1348455	3312692	2007513	4960532	48.22e6	Genomes/GCA_002168265.2_ASM216826v2_genomic.fna
3373	3356	75	500	101718	253248	474889	301682	1302640	63.02e6	Genomes/GCA_002179835.1_ASM217983v1_genomic.fna
712	660	5	501	2416414	5369383	6377671	4339077	6472599	55.93e6	Genomes/GCA_002194535.1_ASM219453v1_genomic.fna
17	17	4	1823	1434301	1983291	3096056	2163453	3185900	21.26e6	Genomes/GCA_002196765.1_ASM219676v1_genomic.fna
589	513	63	501	112521	231207	457552	305116	1296573	50.2e6	Genomes/GCA_002204255.1_ASM220425v1_genomic.fna
91	91	7	557	625822	902441	1031415	797252	1159276	12.84e6	Genomes/GCA_002214935.1_ASM221493v1_genomic.fna
1914	1914	256	1836	18021	47816	108740	70666	307579	46.57e6	Genomes/GCA_002214945.1_ASM221494v1_genomic.fna
17	17	4	2006	3105667	4925263	6311081	5141156	8628335	45.22e6	Genomes/GCA_002215905.1_ASM221590v1_genomic.fna
12	12	4	708	3627802	4576018	6091042	4705665	6535367	38.16e6	Genomes/GCA_002215965.1_ASM221596v1_genomic.fna
43	43	4	1008	1273068	2233701	4036395	2864083	5110987	26.97e6	Genomes/GCA_002215975.1_ASM221597v1_genomic.fna
1945	1246	24	500	173029	418495	876052	535013	1591857	34.66e6	Genomes/GCA_002217505.1_ASM221750v1_genomic.fna
587	587	86	507	70481	151073	281260	184314	520229	43.3e6	Genomes/GCA_002221725.1_ScBoyd1.0_genomic.fna
8889	8887	704	500	2643	9354	42940	30854	250757	36.03e6	Genomes/GCA_002233555.1_ASM223355v1_genomic.fna
3822	3822	602	510	5608	13493	31250	19358	83653	30.46e6	Genomes/GCA_002233575.1_ASM223357v1_genomic.fna
3686	3621	185	500	14780	65659	197244	113631	517369	54.21e6	Genomes/GCA_002234235.1_Hy9_genomic.fna
939	939	89	2003	46743	110871	215440	134549	428418	32.35e6	Genomes/GCA_002234965.2_ASM223496v2_genomic.fna
647	647	107	2000	41091	93306	165658	106569	400253	30.95e6	Genomes/GCA_002237265.2_ASM223726v2_genomic.fna
8670	8670	1247	678	4291	11839	26125	15900	90174	53.86e6	Genomes/GCA_002240705.1_PX439_genomic.fna
50	50	9	1260	287839	536124	695954	501085	1009455	11.52e6	Genomes/GCA_002242645.1_ASM224264v1_genomic.fna
286	283	37	501	59366	116292	195595	134713	402542	13.24e6	Genomes/GCA_002245345.1_ASM224534v1_genomic.fna
147	139	7	673	1044040	1747750	3497081	2040626	3851568	36.53e6	Genomes/GCA_002246955.1_ASM224695v1_genomic.fna
669	669	50	502	144232	342276	581643	375666	1318531	50.11e6	Genomes/GCA_002249775.1_ASM224977v1_genomic.fna
22	22	2	1608	2369405	2571092	2869382	2510485	2869382	8152740	Genomes/GCA_002251995.2_ASM225199v2_genomic.fna
563	563	45	504	38600	97539	287828	181708	882108	19.23e6	Genomes/GCA_002261195.1_ASM226119v1_genomic.fna
117	72	6	514	245032	481087	1017817	602290	1362591	9290894	Genomes/GCA_002270425.1_ASM227042v1_genomic.fna
420	420	49	1500	132735	289618	702432	421095	1517316	54.47e6	Genomes/GCA_002270565.1_ASM227056v1_genomic.fna
1625	192	4	500	1696768	2796139	5696723	3596041	6579807	37.1e6	Genomes/GCA_002276285.1_Lprolificans_pilon_genomic.fna
588	587	98	952	49527	110745	196227	126672	454745	33.04e6	Genomes/GCA_002276475.2_Chloro_aeru_v2_genomic.fna
320	320	31	748	187596	378688	702773	446864	1426982	35.99e6	Genomes/GCA_002286855.1_ASM228685v1_genomic.fna
103	103	13	33191	419649	1346028	2242723	1353655	2879142	49.73e6	Genomes/GCA_002287115.1_ASM228711v1_genomic.fna
229	229	20	1069	306270	705131	1641840	1092720	3367043	55.74e6	Genomes/GCA_002307675.1_Armost1_genomic.fna
319	319	21	1005	384049	959808	2372018	1473181	4557558	78.37e6	Genomes/GCA_002307695.1_Armga1_genomic.fna
6852	1635	80	500	87055	244961	446525	286279	953081	63.29e6	Genomes/GCA_002317995.1_ASM231799v1_genomic.fna
388	388	30	500	120772	265218	538897	359130	1274931	27.76e6	Genomes/GCA_002319055.1_ASM231905v1_genomic.fna
28	28	5	1044	889541	1599305	2019995	1753521	3584945	19.89e6	Genomes/GCA_002335565.1_JCM_14201_v001_genomic.fna
12	12	3	7818	1919164	2186752	4352635	2480020	4352635	17.23e6	Genomes/GCA_002335585.1_JCM_11166_v001_genomic.fna
21	21	4	1676	870709	1928959	4395148	2237075	4395148	20.26e6	Genomes/GCA_002335605.1_JCM_1530_v001_genomic.fna
90	90	12	1027	201110	582111	997851	629472	1565064	19.94e6	Genomes/GCA_002335625.1_JCM_31833_v001_genomic.fna
150	126	19	521	272377	436491	907506	609581	1761110	28.13e6	Genomes/GCA_002368545.1_ASM236854v1_genomic.fna
1773	1440	162	504	28492	71830	131467	82419	276987	37.48e6	Genomes/GCA_002369805.1_ASM236980v1_genomic.fna
154	80	5	504	489637	857426	1079724	968569	2122528	11.23e6	Genomes/GCA_002370135.1_ASM237013v1_genomic.fna
792	509	43	505	45943	110924	414256	182037	577250	18.95e6	Genomes/GCA_002370145.1_ASM237014v1_genomic.fna
1193	455	17	502	56962	165738	671861	368811	1406593	14.91e6	Genomes/GCA_002370175.1_ASM237017v1_genomic.fna
2150	866	41	500	48264	126950	262581	156245	509153	17.19e6	Genomes/GCA_002370295.1_ASM237029v1_genomic.fna
1700	837	47	501	33710	100010	278780	148368	579693	18.35e6	Genomes/GCA_002370325.1_ASM237032v1_genomic.fna
559	224	10	500	132166	439769	763175	448806	1046088	11.86e6	Genomes/GCA_002370475.1_ASM237047v1_genomic.fna
729	298	10	502	195838	414642	654740	448674	914387	12.4e6	Genomes/GCA_002370515.1_ASM237051v1_genomic.fna
189	83	5	508	655383	895266	1240765	875919	1284926	10.65e6	Genomes/GCA_002370615.1_ASM237061v1_genomic.fna
2240	1045	74	500	25000	67916	164936	118906	607285	20.67e6	Genomes/GCA_002370635.1_ASM237063v1_genomic.fna
2358	953	47	501	41988	136916	265036	163241	551266	21.17e6	Genomes/GCA_002370695.1_ASM237069v1_genomic.fna
1428	682	49	501	39804	110015	184148	127418	400037	17.25e6	Genomes/GCA_002370765.1_ASM237076v1_genomic.fna
2081	990	61	500	28858	73848	189916	131879	577228	18.73e6	Genomes/GCA_002370815.1_ASM237081v1_genomic.fna
2408	1167	76	500	25021	68403	179585	114834	485362	22.09e6	Genomes/GCA_002370835.1_ASM237083v1_genomic.fna
1006	625	38	506	29255	82625	431570	211939	862232	16.19e6	Genomes/GCA_002370875.1_ASM237087v1_genomic.fna
2122	935	64	500	26795	76135	207253	132500	619337	19.74e6	Genomes/GCA_002370915.1_ASM237091v1_genomic.fna
2683	1200	93	500	22730	58827	135991	82592	282497	20.57e6	Genomes/GCA_002374385.1_ASM237438v1_genomic.fna
2049	867	57	500	39252	99372	240718	136624	545426	20.56e6	Genomes/GCA_002374405.1_ASM237440v1_genomic.fna
407	205	10	521	137980	533933	929399	567874	1350817	16.34e6	Genomes/GCA_002374455.1_ASM237445v1_genomic.fna
2039	959	73	501	27426	74137	171170	126044	682309	20.55e6	Genomes/GCA_002374485.1_ASM237448v1_genomic.fna
867	379	10	506	136497	431929	1111121	657539	2093331	15.74e6	Genomes/GCA_002374535.1_ASM237453v1_genomic.fna
893	397	27	500	75802	207476	373348	249653	789481	17.35e6	Genomes/GCA_002374555.1_ASM237455v1_genomic.fna
359	152	7	500	306464	536005	991150	613986	1312398	10.76e6	Genomes/GCA_002374645.1_ASM237464v1_genomic.fna
528	212	4	500	559308	934212	1955380	1134558	1997864	11.4e6	Genomes/GCA_002374725.1_ASM237472v1_genomic.fna
3554	1779	12	500	336701	1131603	1697097	1182955	2622911	37.39e6	Genomes/GCA_002441625.1_B3_v1_genomic.fna
3779	1884	168	500	7885	23565	47649	30000	110895	14.05e6	Genomes/GCA_002551515.1_Malafurf_genomic.fna
1446	1446	93	1003	18191	78164	289962	174773	1038040	33.13e6	Genomes/GCA_002554575.1_Amanita_thiersii_v1.0_genomic.fna
22	22	3	1209	949518	2599678	2717252	2063010	2734623	14.88e6	Genomes/GCA_002564235.1_ASM256423v1_genomic.fna
33	33	3	1026	967083	2133233	3463707	1949260	3463707	14.28e6	Genomes/GCA_002564245.1_ASM256424v1_genomic.fna
1288	1288	104	1000	29429	96598	177740	115514	440584	33.74e6	Genomes/GCA_002572855.1_Emmon_cres_4076_V1_genomic.fna
383	383	52	1011	85382	173194	323419	206218	716934	27.83e6	Genomes/GCA_002572885.1_Emmon_parv_130_genomic.fna
546	546	78	1015	56969	124615	257991	154023	461675	32.02e6	Genomes/GCA_002573585.1_Heli_gris_5409_V1_genomic.fna
641	641	79	1000	60137	135694	245705	165033	684979	34.69e6	Genomes/GCA_002573605.1_Poly_hyst_7299_V1_genomic.fna
1372	1372	108	951	36712	108301	198678	129351	531472	39.18e6	Genomes/GCA_002583695.1_PsmonoN60v_1.0_genomic.fna
